2,1355,4,4,4,5,3,20,3,1,3,4,2,4,2,1,45,39,2,4,5,1,2
5,226,3,4,4,3,2,0,2,2,2,3,2,5,4,5,42,0,1,3,3,2,1
5,354,3,1,5,5,1,0,5,2,2,5,2,1,5,5,27,0,2,5,5,2,2
5,4502,5,3,2,5,5,0,3,1,4,5,1,4,2,3,58,0,2,5,5,1,2
4,3297,3,3,3,2,2,1,3,1,5,1,2,3,4,3,41,0,1,1,3,1,2
4,479,2,5,4,3,3,0,4,2,2,5,2,4,4,4,50,0,1,3,2,2,1
5,1089,4,4,1,5,3,0,5,1,4,4,1,4,2,1,59,0,1,3,5,1,2
5,541,2,4,1,3,3,74,5,2,1,3,2,4,4,4,25,66,2,3,3,2,1
3,1092,4,1,4,4,1,0,5,2,2,4,2,1,3,2,39,0,2,4,3,2,2
1,761,3,2,4,1,1,58,3,1,5,1,2,4,2,3,10,72,1,3,1,2,1
3,1048,5,3,1,2,1,73,2,1,3,1,1,3,1,2,46,64,2,3,4,2,1
3,2925,2,2,3,4,1,0,2,1,3,4,1,2,3,3,49,0,2,1,3,1,1
4,222,5,3,5,3,4,0,3,1,4,4,2,3,3,1,51,0,1,3,3,2,1
4,1020,3,4,3,3,3,0,4,1,3,2,2,3,3,1,14,0,1,3,2,2,1
3,1532,5,4,5,3,1,0,3,2,3,4,1,3,2,5,57,0,2,4,4,2,1
1,3902,5,5,5,4,2,0,2,1,4,5,2,5,1,2,32,0,2,5,4,1,2
4,689,4,3,3,5,1,0,3,2,1,3,2,3,3,5,44,3,2,5,4,2,1
1,197,3,3,3,4,2,0,4,2,2,3,2,4,1,2,61,0,1,4,4,2,2
1,488,3,2,2,2,5,3,5,2,1,1,2,2,3,5,27,19,2,4,2,2,1
4,872,5,4,4,5,1,19,4,1,4,4,2,4,2,5,34,22,1,2,2,1,2
3,296,2,1,5,3,4,1,4,1,4,1,1,1,3,5,33,6,2,1,4,2,1
4,2092,2,2,2,3,1,0,4,1,5,2,2,2,3,4,38,7,1,5,4,1,1
3,236,5,4,4,0,5,0,4,2,3,1,2,3,5,4,61,0,2,4,4,2,1
2,125,4,4,5,1,2,0,1,1,4,5,1,4,4,4,46,0,1,2,4,2,2
3,199,2,5,2,4,5,283,1,1,2,4,2,3,2,5,50,305,1,4,4,2,2
2,134,5,5,4,3,4,0,2,1,4,4,2,5,4,1,27,0,2,1,1,3,2
3,808,2,5,4,4,3,0,4,1,3,5,2,5,2,0,20,0,1,2,2,1,2
4,764,4,5,2,4,4,0,1,2,1,3,2,4,3,5,40,0,1,5,5,2,1
3,383,3,4,3,5,3,0,4,2,3,5,2,4,5,4,61,0,1,1,1,2,1
4,308,4,3,1,5,3,0,2,2,5,2,2,3,1,3,54,0,2,5,2,2,2
1,416,3,1,4,3,4,0,4,1,5,4,2,3,1,0,29,0,1,1,1,2,1
1,645,2,4,2,2,3,0,3,2,5,2,2,5,5,4,8,0,1,2,2,2,1
3,721,2,4,1,3,1,0,3,2,5,1,2,2,3,0,60,0,2,2,2,2,1
4,692,2,2,3,4,1,0,3,1,2,5,2,2,4,2,53,0,1,5,5,1,2
3,432,5,2,1,4,1,0,4,2,3,3,2,2,5,1,29,0,1,4,4,2,2
1,1008,5,4,2,3,1,126,2,2,2,3,1,4,0,4,57,112,2,2,2,2,1
2,404,5,3,4,1,4,8,2,2,1,3,2,3,1,4,51,0,1,4,4,2,1
1,1100,1,1,2,1,2,0,3,1,3,2,1,2,3,1,40,0,2,4,4,2,1
3,1430,1,4,4,3,1,0,5,1,4,1,2,3,2,5,21,0,1,3,3,1,1
5,964,3,2,3,4,3,0,4,1,4,1,2,1,1,3,61,0,2,4,5,2,2
5,2392,4,4,3,4,2,33,4,1,3,1,2,4,5,3,36,38,1,4,3,1,1
1,629,2,4,2,1,1,45,3,1,4,5,2,4,1,5,32,60,1,1,1,2,1
5,3152,5,4,2,3,5,0,5,1,4,2,1,4,3,4,43,16,2,3,3,1,1
4,585,3,5,5,3,0,0,4,2,3,3,2,4,4,5,39,0,2,2,2,2,1
1,216,5,5,5,5,2,0,2,1,4,2,2,5,4,5,35,0,1,5,2,2,2
4,362,4,2,1,2,3,55,3,1,4,4,2,2,1,2,60,55,1,1,1,1,1
2,1642,5,5,5,3,2,33,4,1,4,4,2,5,5,2,54,29,1,2,2,1,2
3,102,4,4,4,4,4,31,1,1,5,2,2,4,5,4,32,34,1,5,4,1,1
3,717,3,3,4,2,2,55,5,1,5,2,2,3,0,5,27,31,2,3,3,1,1
3,446,1,1,4,4,3,0,3,1,5,3,1,1,4,1,65,0,1,5,3,1,1
2,447,2,3,5,3,3,0,5,2,1,5,1,3,2,4,50,4,2,3,3,2,1
2,2044,5,5,5,4,2,0,5,1,4,3,2,5,2,2,60,7,2,5,4,1,2
3,1743,4,4,4,5,4,0,3,1,4,4,2,5,4,3,30,12,1,4,5,1,2
3,3681,4,4,5,5,2,7,5,1,4,3,2,4,3,3,54,0,2,5,4,1,2
3,197,5,5,5,3,3,0,4,1,2,3,2,4,4,3,43,2,2,3,3,1,1
3,1703,5,5,3,3,4,14,5,1,5,5,2,5,3,4,31,13,2,4,5,1,2
3,308,5,5,1,5,2,0,3,1,5,3,2,4,3,0,54,8,2,2,2,2,2
5,669,1,1,3,4,0,0,2,1,2,4,2,1,5,2,61,0,1,5,4,1,1
4,1797,4,4,3,3,1,24,1,1,5,3,2,4,4,1,57,27,2,4,4,1,2
4,578,5,5,3,2,5,0,1,1,1,3,2,4,2,2,63,0,1,4,4,1,1
1,333,4,4,5,5,2,0,5,1,4,5,2,4,1,2,31,0,2,4,5,1,2
1,459,1,4,4,2,4,0,3,1,2,3,2,3,4,2,33,5,2,1,1,2,1
1,3709,1,3,4,3,1,2,5,1,4,1,2,3,3,1,19,9,2,3,3,1,1
2,2536,4,4,1,3,3,102,4,1,3,2,1,4,4,4,26,99,1,2,3,1,2
1,109,4,4,1,5,4,9,3,1,4,4,2,4,5,5,52,8,1,5,5,1,2
4,846,4,3,4,0,2,0,3,1,1,3,2,2,5,3,44,0,2,1,1,3,2
4,1985,2,2,1,3,3,65,3,1,4,3,2,2,5,3,71,65,2,1,3,1,1
3,2551,2,1,5,3,5,42,5,1,2,3,1,1,3,1,65,60,2,5,3,1,1
1,1372,5,4,3,1,1,0,1,2,1,5,2,4,5,4,32,0,1,2,2,2,1
5,842,4,3,4,2,2,10,5,1,2,3,2,4,0,2,37,25,2,2,1,2,1
4,316,1,3,2,2,2,0,3,2,1,2,2,3,2,3,67,0,2,5,5,2,1
3,3261,3,3,1,4,4,0,4,1,2,5,2,3,3,4,23,0,2,4,4,1,2
2,2785,2,2,4,4,1,0,1,1,4,1,2,2,4,5,19,0,2,5,3,1,1
2,309,5,1,4,5,4,26,3,2,3,3,2,1,2,4,54,41,1,3,5,2,2
2,1416,3,3,4,3,2,0,5,1,4,3,2,3,1,4,42,0,1,1,4,2,1
4,528,3,4,5,5,3,0,5,1,2,4,2,5,4,4,23,18,2,5,5,1,2
3,1021,3,3,4,3,2,0,4,1,1,4,2,3,3,3,37,7,1,5,4,1,1
4,2532,5,5,2,2,5,0,4,1,4,3,2,5,2,1,44,0,2,1,3,1,2
3,187,2,3,4,1,2,0,1,2,5,2,2,3,3,4,8,0,2,4,4,2,1
3,1535,5,5,4,4,1,0,3,1,3,3,2,5,4,5,40,0,1,3,5,1,2
2,599,2,1,1,3,1,0,2,2,4,2,2,1,2,2,61,0,1,3,4,2,1
4,1541,4,5,4,4,3,2,4,1,5,3,2,5,3,3,45,0,2,4,4,1,2
3,1416,4,4,2,4,1,0,4,1,2,3,2,4,1,4,32,0,1,4,4,1,2
2,192,3,4,4,4,1,3,1,2,5,3,2,4,1,5,58,0,2,3,4,2,1
4,359,2,4,2,1,3,0,1,1,3,4,2,3,3,3,36,0,1,1,1,2,1
4,584,3,4,1,5,4,0,5,2,2,5,2,4,2,4,52,0,1,2,4,2,1
1,2109,4,4,3,4,3,0,5,1,5,3,2,4,3,3,41,0,1,3,4,1,2
4,544,5,3,4,3,2,67,2,1,3,1,2,3,2,3,41,55,2,3,3,2,1
3,2749,3,4,3,2,0,0,4,1,2,4,2,2,5,5,45,0,1,2,2,1,1
4,551,2,3,4,3,1,0,1,2,3,3,2,3,4,3,30,9,1,3,2,1,1
5,425,3,5,2,2,2,27,5,2,2,3,2,5,2,0,31,18,2,1,1,2,1
2,2419,5,5,4,4,5,0,5,1,4,3,2,5,1,5,49,1,1,4,4,1,2
5,429,1,3,2,4,5,0,3,1,4,5,2,4,4,2,30,0,2,3,3,1,2
1,3849,2,2,3,3,1,2,4,1,2,1,2,2,3,3,56,0,1,2,3,1,2
4,1117,2,1,1,3,1,0,4,2,2,3,2,2,5,3,28,14,1,3,4,2,1
4,3803,5,2,1,2,4,25,3,1,5,4,2,2,2,2,39,20,2,3,3,1,1
4,371,1,4,5,1,3,0,2,2,3,2,2,4,2,1,23,9,1,2,2,2,1
3,1076,5,4,3,3,3,0,4,1,2,3,2,3,3,3,59,0,2,1,1,2,1
3,455,5,5,2,3,2,161,2,1,3,3,2,4,1,3,59,200,1,3,3,1,1
2,192,2,3,4,4,4,0,3,2,1,4,2,3,5,5,28,0,1,3,4,3,1
3,3945,3,3,4,3,3,7,3,1,4,1,1,3,3,5,30,13,1,1,3,1,1
4,303,5,5,4,5,5,0,5,1,4,5,1,5,5,2,52,0,1,5,5,1,2
4,200,1,3,3,2,2,0,5,2,4,3,2,3,5,1,33,0,2,2,2,2,1
3,628,3,4,5,2,5,0,3,1,3,5,2,5,5,1,60,0,1,2,2,1,2
4,957,3,3,2,4,1,45,1,1,1,2,1,3,5,1,49,39,2,2,3,2,1
2,3880,3,3,3,5,4,0,4,1,3,5,2,3,3,2,53,0,2,5,4,1,2
3,1654,5,4,3,4,3,47,1,1,2,3,2,4,3,1,46,39,2,3,5,1,2
4,102,2,3,5,3,1,0,1,1,1,1,2,5,3,0,38,0,2,4,4,2,1
1,347,3,4,5,1,3,0,2,1,1,2,2,5,2,3,32,3,2,3,2,2,1
2,3166,2,3,2,5,3,0,4,1,3,4,2,4,5,4,54,0,2,5,5,1,2
3,3903,3,3,3,3,4,0,5,1,5,3,2,3,5,2,50,0,1,4,4,1,1
4,692,1,5,2,4,5,0,5,2,1,4,2,5,1,5,27,0,1,3,4,3,1
4,1642,3,5,3,4,4,95,5,1,5,4,2,4,4,4,46,105,1,1,1,1,1
1,575,2,3,1,4,4,0,4,1,5,2,2,3,5,1,51,24,1,5,5,1,2
1,937,5,5,4,4,2,0,4,1,3,4,1,5,3,1,69,0,1,5,4,1,2
1,2475,1,5,3,2,3,8,5,1,5,1,2,3,1,3,19,6,1,1,1,2,2
3,991,2,3,3,1,2,15,2,2,3,3,2,3,0,2,35,38,2,4,4,2,1
5,499,2,4,4,1,3,0,5,1,4,4,1,4,5,3,36,0,1,2,2,2,1
3,883,4,4,3,5,1,0,4,1,1,4,1,4,2,4,52,0,1,4,4,1,2
1,2454,3,3,1,1,4,0,5,2,5,1,2,4,3,5,30,0,2,3,3,3,1
5,719,5,3,3,4,3,228,2,2,5,4,2,5,3,4,50,211,1,4,4,2,1
3,733,5,2,4,0,1,0,5,2,5,5,2,5,2,4,54,0,2,2,2,2,2
1,1440,2,5,5,2,2,10,1,2,2,3,2,4,3,5,60,1,2,2,2,2,1
3,785,4,4,5,5,2,0,5,2,2,5,1,4,5,4,28,7,1,4,4,2,1
4,985,4,4,3,4,4,0,1,1,5,3,2,4,4,4,25,10,1,3,4,1,2
3,2725,4,4,4,5,1,17,5,1,1,5,2,4,2,5,62,11,1,5,5,1,2
1,329,5,4,2,1,3,9,2,1,2,2,2,3,5,0,29,5,2,5,5,2,1
2,265,2,4,4,1,4,0,3,2,3,3,1,2,2,3,38,4,1,4,4,3,1
1,323,4,3,3,5,5,163,2,1,1,5,2,5,3,3,27,173,1,3,5,1,1
3,192,1,2,5,4,3,21,4,2,3,5,2,1,2,5,29,11,2,2,5,1,1
4,3346,3,4,4,5,2,0,5,1,2,3,2,5,0,1,22,0,1,5,5,1,2
5,990,4,2,2,4,1,0,5,2,4,3,1,2,4,5,53,6,2,4,5,2,1
3,787,3,4,4,3,1,0,2,2,5,3,2,4,2,5,42,0,2,3,3,2,1
3,1726,5,5,5,4,2,0,3,1,2,3,1,5,2,5,17,0,1,3,5,1,2
3,2079,4,4,3,5,2,0,3,1,4,4,2,4,3,1,46,41,2,4,4,1,2
2,349,5,4,4,2,2,0,3,1,3,1,1,3,2,2,64,0,2,3,3,1,1
1,980,2,5,3,4,4,15,4,2,5,3,2,5,4,4,27,20,2,4,4,3,1
4,507,2,3,4,1,3,38,2,1,3,4,1,4,4,3,38,21,2,1,1,2,1
1,101,2,3,4,1,4,0,1,1,5,4,2,4,3,2,64,0,2,1,1,2,1
2,405,2,1,2,3,1,50,3,1,1,1,1,1,4,1,52,49,1,4,3,1,1
4,285,5,5,2,3,2,1,4,2,5,4,2,4,2,5,60,0,1,2,2,2,1
2,308,3,3,1,2,3,0,3,2,2,2,1,3,3,1,68,0,1,3,2,2,1
3,3989,1,2,1,4,3,0,3,1,2,4,1,2,2,2,63,0,2,1,4,1,1
2,819,1,3,4,4,1,0,5,2,1,1,1,4,2,4,58,0,2,5,5,2,1
4,3498,4,5,4,5,3,77,3,1,2,5,2,5,0,1,66,61,2,5,4,1,2
4,1099,4,3,5,4,4,63,5,1,1,4,2,3,2,3,30,59,2,4,2,2,1
5,3834,4,4,2,5,4,16,4,1,3,4,2,4,3,4,38,13,1,5,4,1,2
4,1050,5,4,4,2,2,0,2,1,5,2,2,4,3,1,41,0,2,3,3,1,1
4,468,5,2,3,1,1,0,2,2,2,2,2,5,2,4,21,11,1,3,3,2,1
4,1353,3,4,2,5,4,2,1,1,4,3,1,3,4,5,28,0,1,3,3,2,2
1,693,2,3,4,3,2,19,3,1,3,2,2,5,4,3,37,15,1,1,2,2,1
3,164,4,3,4,4,2,423,3,2,2,4,2,5,3,4,30,417,1,3,4,2,1
2,2566,4,4,4,5,2,0,3,1,3,5,1,4,3,5,27,13,1,3,4,1,2
3,748,2,3,4,1,3,14,4,1,5,3,1,4,4,1,20,19,1,4,4,2,1
4,578,1,3,4,2,0,32,2,1,2,4,2,3,3,4,50,37,2,2,2,1,1
3,759,1,1,2,4,4,0,4,1,1,2,2,3,1,3,10,0,1,4,4,2,2
3,2096,4,4,2,4,1,0,2,1,4,5,1,4,4,5,33,0,2,5,4,1,2
5,1703,4,5,3,4,2,46,1,1,1,4,2,5,2,5,46,55,1,5,4,1,2
4,3050,2,1,2,1,2,9,4,1,1,4,2,2,4,1,39,10,2,1,1,1,1
1,802,5,5,4,3,5,0,4,1,4,4,2,4,1,0,25,0,1,2,2,1,1
4,2583,2,2,5,4,2,0,1,1,5,3,2,2,4,3,25,0,1,2,3,1,1
2,2556,4,4,2,4,5,0,4,1,1,3,2,4,2,5,58,0,1,3,5,1,2
1,544,3,1,4,1,0,205,1,2,3,1,2,2,1,3,43,240,1,1,1,3,1
1,1919,2,2,4,5,4,0,3,1,5,3,2,2,2,4,35,0,1,3,5,1,2
3,2475,2,5,3,4,3,1,5,1,3,3,1,5,2,4,17,0,2,2,2,1,1
4,483,3,3,1,4,3,0,4,1,1,4,2,2,4,2,23,0,1,4,4,1,2
1,2422,5,4,4,4,2,0,5,2,3,4,2,4,1,4,47,0,2,3,4,2,1
3,458,1,5,1,2,2,0,4,2,4,2,2,1,2,5,16,0,1,1,3,1,1
1,3512,5,4,5,5,2,0,5,1,3,4,2,4,3,2,29,0,2,3,5,1,2
4,3809,5,5,2,4,2,3,4,1,3,3,2,5,1,1,38,11,1,4,4,1,2
4,562,3,4,3,4,2,0,1,1,4,3,2,4,2,0,43,0,2,3,3,1,2
4,147,4,4,4,5,3,0,4,1,5,3,2,4,2,1,31,0,1,5,5,1,2
1,948,4,3,5,1,1,72,3,2,4,2,2,4,4,2,62,77,1,2,2,2,1
4,589,4,5,1,3,2,7,2,2,2,5,2,4,2,5,39,5,2,3,3,2,1
2,366,2,3,4,2,3,0,2,2,5,3,1,3,4,2,56,0,1,1,1,2,1
1,1065,5,1,4,4,1,0,4,1,3,3,2,5,2,4,53,0,1,1,1,2,1
1,1428,4,2,3,2,2,0,2,2,4,4,1,2,4,1,67,0,2,4,4,3,1
2,2052,5,5,3,4,5,0,3,1,4,4,2,5,4,3,49,4,2,2,5,1,2
1,990,5,5,5,5,4,0,5,1,1,4,2,5,2,4,48,0,2,2,4,3,2
5,3680,4,2,4,5,3,23,1,1,5,5,2,5,3,4,50,28,1,5,5,1,2
2,130,3,4,4,4,2,0,5,1,2,3,2,4,2,0,52,0,1,5,5,1,2
1,491,4,3,1,0,1,6,4,1,4,3,2,5,5,0,44,0,1,1,1,3,2
3,1813,4,4,1,2,3,0,4,1,4,4,2,4,2,3,14,0,2,2,2,1,1
2,200,1,3,1,2,3,0,1,1,1,1,2,3,2,2,50,0,1,2,2,3,1
4,431,3,4,4,2,3,0,3,2,4,4,2,5,0,5,36,0,1,1,1,2,1
3,192,1,1,5,4,0,0,3,1,1,5,2,1,3,4,49,0,1,5,5,1,2
3,836,3,2,1,1,4,78,3,1,1,2,1,2,4,1,30,60,1,3,3,2,1
2,462,2,2,2,4,3,48,3,1,3,1,1,4,5,4,49,44,1,4,4,2,2
2,846,4,5,1,2,3,35,3,1,2,4,2,5,2,2,34,40,1,2,2,1,1
3,2099,4,4,3,5,2,0,3,1,5,4,2,4,1,2,41,1,1,5,5,1,2
1,918,5,5,1,5,2,0,4,2,1,5,2,5,3,5,48,0,2,1,1,2,2
1,1990,2,2,1,3,4,26,4,1,4,3,2,2,1,5,69,12,1,5,5,1,2
5,216,4,4,3,3,4,0,5,1,4,1,2,4,0,1,25,0,2,5,3,2,1
5,1021,5,4,2,0,3,0,5,1,4,3,2,4,4,0,20,0,1,3,5,1,2
1,1778,5,5,3,5,5,25,3,1,4,5,2,5,3,2,59,26,2,2,4,1,2
2,2475,5,5,2,4,2,0,1,1,1,3,1,5,3,1,22,1,1,5,4,1,2
4,1504,4,4,3,5,4,7,4,1,2,5,1,4,1,1,30,0,2,3,5,1,2
1,515,4,4,3,3,5,0,2,2,2,3,2,4,1,5,52,0,2,3,2,2,1
5,377,1,2,3,5,2,16,4,2,3,4,2,3,1,5,35,6,2,5,4,2,1
3,229,5,5,4,5,2,0,3,1,3,4,2,5,2,1,25,0,1,4,5,1,2
4,296,2,5,5,2,3,8,4,1,3,4,2,5,1,2,18,18,1,2,2,1,1
1,288,3,5,4,5,2,27,5,2,3,4,2,1,2,4,73,20,1,3,5,2,1
3,399,3,4,5,1,4,89,4,2,4,3,1,4,5,4,60,99,2,2,2,2,1
5,2086,4,4,2,5,5,27,4,1,3,3,1,4,2,2,38,26,2,5,5,1,2
5,337,3,3,2,1,3,43,5,2,4,4,2,3,4,3,57,29,1,1,1,3,1
1,1986,4,4,5,4,4,19,4,1,3,2,2,4,1,2,41,0,1,2,4,1,1
3,239,2,4,1,3,2,14,1,1,1,2,2,4,2,1,35,12,1,3,3,3,1
5,2050,5,5,4,5,4,0,4,1,5,4,2,5,3,1,31,0,1,5,4,1,2
4,416,2,2,5,3,3,0,4,1,4,4,1,2,3,4,49,0,2,2,3,2,1
3,786,3,3,1,3,2,0,4,1,4,1,2,4,5,3,32,0,2,2,4,2,1
4,566,1,5,5,4,4,0,4,1,2,1,2,3,3,1,27,0,2,4,4,1,2
2,3337,5,5,1,4,3,29,5,1,3,4,1,4,3,5,55,22,1,4,4,1,2
3,641,1,4,4,2,2,0,5,1,5,4,2,3,2,3,48,0,2,5,3,2,1
4,209,2,4,1,2,3,12,2,2,5,1,2,4,5,2,22,10,1,2,2,1,1
5,421,5,1,3,2,1,15,3,1,3,1,2,4,2,0,39,13,1,2,4,2,1
2,3148,4,4,5,5,2,0,3,1,3,3,2,4,4,5,42,0,1,5,4,1,2
4,1008,2,2,3,4,4,0,5,1,2,3,2,2,5,1,54,0,2,5,2,1,2
4,591,3,4,5,2,2,11,2,2,1,5,2,5,3,4,32,7,1,4,4,2,1
4,3896,2,2,4,4,2,0,1,1,3,1,1,2,1,4,35,0,1,3,4,1,1
3,2077,2,1,3,4,1,0,4,2,2,2,2,1,2,3,48,0,1,4,3,2,1
4,2295,1,2,1,3,3,0,4,2,1,3,2,2,2,4,69,0,2,1,3,2,1
3,408,5,5,3,2,5,39,4,1,5,4,2,5,1,0,27,51,2,4,4,2,1
2,1794,5,5,3,5,3,12,3,1,1,5,2,3,0,1,18,11,1,4,2,1,2
3,189,5,5,3,4,3,0,4,1,2,4,2,4,2,4,37,0,2,5,4,1,2
2,731,4,4,5,4,3,0,2,1,5,4,2,4,1,2,40,0,2,5,4,1,2
4,261,5,3,1,2,2,0,5,1,5,4,1,2,3,3,57,0,1,3,1,2,1
4,803,3,3,2,3,4,0,4,1,1,3,1,3,4,1,31,7,2,1,3,1,1
3,534,5,5,3,4,1,3,3,1,5,4,2,5,2,5,50,0,1,4,5,1,2
4,222,0,4,3,3,1,0,5,2,4,3,2,4,4,1,38,6,2,1,2,3,1
1,1290,2,5,5,5,5,47,5,2,5,3,1,5,2,5,40,11,1,3,4,2,1
3,679,4,4,3,4,3,235,2,1,4,4,2,4,5,5,57,243,2,5,4,1,2
3,3274,1,1,1,3,4,0,5,1,4,4,2,1,3,3,22,0,2,3,3,1,1
2,2468,2,4,2,3,2,0,5,1,2,2,2,5,2,4,44,0,1,3,3,1,2
3,334,2,5,1,2,2,11,2,2,3,5,2,4,1,5,34,25,1,5,5,2,1
3,507,4,4,4,4,4,0,2,2,2,4,2,4,4,3,38,0,2,1,3,2,1
5,547,3,3,1,5,2,0,1,2,5,2,2,4,2,4,60,0,2,2,2,2,2
2,1182,2,3,5,4,2,0,3,1,5,4,1,4,4,4,7,0,2,5,5,2,2
3,2860,4,5,3,4,3,0,5,1,4,4,2,5,2,3,30,47,2,4,4,1,2
4,369,3,5,3,0,3,0,5,1,5,2,1,5,2,4,50,0,1,2,2,2,2
4,280,4,4,2,4,4,22,3,1,4,2,2,4,3,2,38,3,2,5,5,3,2
1,3583,5,5,1,5,1,26,4,1,3,3,2,5,1,3,22,15,1,3,4,1,2
5,309,1,3,5,3,5,48,5,1,1,4,2,4,3,3,33,63,2,2,2,2,1
2,3147,5,3,3,2,3,5,4,1,1,4,1,4,1,5,58,4,1,2,2,1,1
3,433,4,4,5,2,3,0,4,2,3,3,1,5,5,4,45,0,1,2,2,2,1
5,591,4,5,2,0,1,0,3,1,4,4,2,5,2,1,56,0,2,1,1,2,2
1,616,1,4,1,4,1,0,4,1,4,2,2,3,2,3,55,0,1,4,4,2,2
3,1020,3,5,3,1,1,0,4,1,4,3,2,4,5,1,38,0,2,3,3,1,1
1,361,3,3,3,3,4,19,4,1,5,4,2,3,3,2,50,24,1,1,3,1,1
2,190,4,4,5,3,3,0,5,2,5,3,1,3,3,4,67,2,2,1,1,2,1
1,387,1,4,4,4,1,0,1,2,3,5,2,4,4,4,46,0,2,5,5,2,1
1,972,2,1,4,3,1,0,4,1,3,3,2,2,2,3,53,4,2,3,3,2,1
2,1217,5,4,5,2,3,9,5,2,2,1,2,4,2,3,28,10,2,3,3,3,1
4,3904,3,4,4,5,3,2,4,2,4,5,2,4,2,4,25,0,1,1,5,2,1
4,282,1,3,5,1,2,34,4,1,3,2,2,3,3,4,46,30,1,4,4,2,1
1,332,1,4,4,2,1,76,5,1,5,2,2,3,2,3,33,85,1,1,1,2,1
5,368,2,4,2,0,1,20,5,1,2,3,2,5,3,0,24,15,1,3,3,2,2
